url_length,domain_length,path_length,num_dots,num_hyphens,num_underscores,num_slashes,num_query_marks,num_ampersands,num_equals,has_at_symbol,has_ip_address,uses_https,num_subdomains,has_suspicious_tld,num_digits,num_digits_domain,num_special_chars,has_port,url_entropy,domain_entropy,num_suspicious_keywords,is_shortened,path_double_slash,has_redirect,domain_has_numbers,query_length,num_query_params,has_fragment,url_depth,has_deceptive_https,label
29,13,16,2,0,0,5,0,0,0,0,0,1,0,0,2,1,3,0,3.3847,2.9213,0,0,0,0,0,10,3,0,3,0,0
17,11,12,1,0,0,2,0,1,1,0,0,1,0,0,2,0,3,0,3.514,3.1348,1,0,0,0,0,0,0,0,3,0,0
111,28,10,5,4,0,6,2,1,1,0,0,1,2,0,11,1,7,0,3.3343,3.4744,2,0,1,0,1,23,3,0,2,0,1
52,4,20,2,1,0,3,1,2,1,0,0,0,1,0,8,0,5,0,5.0,1.9587,0,0,0,0,0,21,3,0,4,0,0
49,5,20,1,0,0,3,0,1,0,0,0,1,1,0,3,0,2,0,3.0571,2.7548,0,0,0,0,0,11,0,0,3,0,0
71,22,28,2,0,2,4,0,0,3,0,0,0,3,1,4,2,1,1,4.5789,3.494,3,0,0,0,1,25,2,0,3,1,1
58,11,14,2,0,0,2,0,1,2,0,0,1,0,0,1,1,4,0,3.6751,2.61,0,0,0,0,0,0,0,0,2,0,0
57,29,35,4,3,1,4,2,1,3,0,0,0,3,0,6,2,7,0,4.128,3.6719,1,1,1,1,1,7,3,0,4,0,1
26,19,9,2,0,1,4,1,1,0,0,0,1,1,0,3,2,3,0,2.3382,2.2485,0,0,0,0,0,35,1,0,1,0,0
65,29,14,3,0,0,3,1,2,0,0,0,0,0,0,8,2,13,1,4.386,4.2605,0,0,0,0,0,43,1,1,3,0,1
15,15,8,2,0,0,4,1,2,1,0,0,1,1,0,3,2,8,0,2.7658,2.9369,1,0,0,0,1,10,1,1,3,0,0
41,9,21,1,0,0,3,1,1,0,0,0,1,1,0,2,0,1,0,4.1946,2.9255,1,0,0,0,1,0,2,0,1,0,0
52,13,15,3,0,0,2,0,1,0,0,0,1,1,0,2,0,2,0,3.0045,2.5555,0,0,0,1,1,9,2,0,3,0,0
35,10,2,2,0,0,3,1,0,0,0,0,1,1,0,3,0,3,0,4.05,2.0965,0,0,0,0,1,6,0,0,2,0,0
44,8,12,4,2,0,3,1,1,2,1,0,0,3,1,4,0,12,0,4.5006,3.6609,3,0,1,1,1,0,1,0,2,0,1
39,8,9,3,0,0,2,0,0,0,0,0,1,0,0,4,2,4,0,4.5476,2.7022,0,0,0,0,0,18,1,0,3,0,0
105,18,20,3,0,1,7,1,2,2,0,0,1,2,0,10,0,7,0,3.8399,3.6198,2,0,0,0,1,54,0,0,5,0,1
73,20,44,4,2,1,5,1,2,2,0,0,0,2,1,13,0,12,0,3.8326,4.03,2,0,0,0,0,42,5,0,5,0,1
27,18,21,2,0,0,2,0,2,3,0,0,1,1,0,2,0,2,0,4.1071,3.0983,0,0,0,0,0,27,1,0,3,0,0
53,10,14,3,1,0,2,0,2,0,0,0,1,2,0,3,2,5,0,3.1861,3.0939,0,0,0,0,0,1,1,0,4,0,0
44,12,6,1,1,0,3,0,2,0,0,0,1,0,0,4,1,7,0,5.0,3.1363,0,0,0,0,0,33,1,0,3,0,0
26,10,28,1,0,0,3,1,0,0,0,0,0,2,0,0,2,4,0,3.4463,2.6612,0,0,0,0,1,33,1,0,3,0,0
52,15,20,2,0,0,4,0,1,1,0,0,1,0,0,1,0,6,0,3.5409,2.3932,0,0,0,0,0,13,0,0,1,0,0
99,33,28,2,0,1,6,2,4,2,0,0,0,2,0,5,1,4,0,3.6632,3.5547,3,0,0,0,0,20,4,0,6,0,1
32,13,31,2,2,1,2,0,1,0,0,0,0,2,0,1,1,5,0,3.4965,2.2922,0,0,0,0,1,0,2,0,4,0,0
47,13,15,2,0,0,3,1,1,0,0,0,0,0,0,1,0,4,0,3.6168,2.2289,0,0,0,0,0,14,2,0,1,0,0
48,12,37,4,1,0,6,1,0,2,0,0,0,2,1,10,0,11,1,3.9791,3.7311,2,1,1,1,1,26,2,0,4,0,1
29,7,4,3,0,0,4,0,0,1,0,0,1,1,0,1,0,3,0,3.2229,3.7586,0,0,0,0,0,23,3,0,1,0,0
67,23,39,3,1,1,4,1,1,2,0,1,0,3,0,7,0,6,1,4.6044,2.8247,1,0,0,0,0,10,1,1,5,0,1
36,6,22,1,0,1,3,0,0,2,0,0,1,0,0,6,0,0,0,3.5221,2.8553,0,0,0,0,0,7,2,0,1,0,0
68,29,36,2,1,1,5,0,3,3,0,1,1,2,1,2,2,11,0,3.4859,2.9081,2,0,0,0,0,25,3,0,3,0,1
41,15,4,1,1,1,4,1,0,0,0,0,1,0,0,0,0,8,0,3.6007,2.78,0,0,0,0,0,8,0,0,4,0,0
101,16,21,5,3,0,4,2,1,4,0,0,1,1,1,5,3,17,0,4.2764,2.6315,1,1,1,0,1,37,3,1,5,0,1
95,24,20,5,0,1,5,1,2,3,1,0,1,4,1,9,0,8,0,3.7717,3.7148,1,0,1,0,1,4,1,0,4,0,1
28,11,18,2,0,0,4,1,0,0,0,0,1,1,0,2,0,4,0,3.0313,2.9547,0,0,0,0,1,23,2,0,3,0,0
63,9,0,1,2,0,3,1,2,2,0,0,1,1,0,2,1,6,0,4.5705,2.1908,0,0,1,0,0,19,0,0,1,0,0
76,23,20,2,1,0,3,2,3,2,0,0,0,3,0,10,2,5,0,3.4549,4.392,0,1,0,0,1,18,0,0,4,0,1
116,8,19,2,1,0,4,2,4,0,0,0,1,2,1,9,2,4,0,3.9043,4.4005,2,1,0,0,0,0,2,0,4,0,1
72,26,36,4,1,1,4,0,1,2,0,0,0,4,0,10,0,8,0,3.4385,3.3814,1,0,0,0,1,8,0,0,4,0,1
101,24,37,3,0,2,6,1,1,3,0,0,0,2,0,7,1,10,0,3.8399,3.1943,2,1,0,1,1,61,4,1,5,0,1
113,25,34,4,1,0,6,2,0,3,0,0,0,2,1,8,0,15,0,3.9543,3.6373,2,0,0,0,1,4,5,0,3,0,1
61,31,21,3,3,0,5,0,3,4,0,0,0,3,0,13,0,7,0,4.3176,3.6885,1,0,1,1,0,28,1,0,2,0,1
64,29,22,4,0,0,4,2,2,1,0,0,0,3,1,8,2,2,1,4.626,3.3918,0,1,0,0,0,11,2,1,3,0,1
68,12,17,3,1,0,7,2,4,1,1,0,1,1,0,12,4,8,0,5.4903,2.8902,1,0,0,0,0,3,4,1,2,0,1
101,18,51,3,3,1,5,2,0,3,1,0,0,0,1,10,2,9,1,4.1029,3.3592,2,1,0,0,0,9,0,0,5,0,1
21,14,12,2,2,1,2,0,1,3,0,0,1,0,0,3,0,4,0,2.8602,3.327,0,0,0,0,0,25,2,0,2,0,0
104,23,34,4,0,1,5,1,1,0,0,0,0,1,0,5,1,12,0,5.1126,4.3172,3,0,1,0,0,29,3,0,4,1,1
94,29,46,3,2,0,7,0,2,3,0,1,0,3,0,7,4,7,0,5.5,3.9507,1,0,0,0,0,24,4,1,4,0,1
46,6,13,1,1,0,2,1,0,1,0,0,1,1,0,5,1,0,0,3.1164,2.7535,0,0,0,0,0,28,3,0,1,0,0
36,17,19,2,1,0,4,0,2,0,0,0,1,1,0,4,0,8,0,2.9952,2.706,0,1,0,0,0,25,0,0,4,0,0
91,23,25,4,2,1,3,2,3,1,0,0,1,1,1,8,3,12,0,3.8504,3.0809,1,0,1,1,1,19,1,0,3,0,1
38,13,43,4,2,0,7,1,2,3,0,0,1,2,0,7,1,3,1,2.9135,3.5192,1,0,0,0,0,11,3,0,2,0,1
15,5,16,1,1,0,2,1,1,3,0,0,1,0,0,3,0,4,0,3.5884,3.7918,1,0,0,0,0,0,0,0,4,0,0
65,9,23,3,0,0,5,0,0,0,0,0,1,1,0,2,1,5,0,3.9799,3.0179,0,0,0,0,0,24,1,0,4,0,0
39,14,17,1,2,0,4,0,0,2,0,0,1,0,0,0,0,3,0,4.6582,2.653,0,0,0,0,0,10,2,0,3,0,0
75,19,38,3,2,1,6,1,4,1,0,0,0,2,1,10,0,6,0,4.6293,3.3997,1,1,1,1,1,1,1,0,5,0,1
72,8,42,2,1,0,6,0,1,3,0,1,0,0,1,13,1,10,0,4.443,3.4798,1,0,0,0,1,14,3,0,5,0,1
51,19,5,3,1,0,3,1,1,2,0,0,0,3,1,9,0,5,0,4.1126,3.6661,1,0,0,0,1,0,3,1,3,0,1
82,21,23,2,4,0,5,1,1,1,0,0,0,2,1,6,0,2,0,4.2965,4.1683,0,1,0,0,1,14,2,1,2,1,1
97,9,33,5,2,0,6,2,1,0,0,1,0,3,1,11,1,4,0,4.0444,3.7497,2,0,1,0,1,43,2,0,5,1,1
26,17,4,1,0,0,2,0,3,2,0,0,1,1,1,4,1,7,0,4.1905,2.9251,0,0,0,0,0,11,0,0,2,0,0
63,16,15,1,1,1,3,1,1,0,0,0,1,1,0,4,0,4,1,3.3824,2.5859,0,0,0,0,0,9,1,0,3,0,0
89,22,15,4,1,2,5,1,0,3,1,0,1,4,1,7,0,9,0,4.4491,3.0659,3,1,0,1,1,36,1,1,4,0,1
61,39,43,3,4,1,5,2,0,1,0,1,0,1,0,12,0,4,0,4.4848,2.8794,0,0,0,0,0,54,0,0,2,0,1
65,11,13,1,0,0,3,1,0,0,0,0,1,1,0,5,0,1,0,3.7526,2.9522,0,0,0,0,0,6,0,0,4,0,0
47,20,12,3,2,1,5,0,0,1,0,0,0,3,0,8,3,4,0,3.7815,3.0533,2,0,0,1,1,58,0,0,6,0,1
63,14,31,2,1,0,4,1,2,3,0,0,1,1,0,6,1,0,0,3.0117,2.601,0,0,0,0,0,6,0,0,1,0,0
89,23,27,3,2,1,7,1,1,2,0,0,1,2,0,0,1,10,0,3.7786,3.3923,1,0,0,0,0,0,2,0,3,0,1
97,25,40,4,1,0,4,1,2,2,0,0,1,4,0,5,0,7,0,3.9427,2.3523,1,0,1,0,0,25,1,1,4,0,1
41,15,33,4,1,0,3,1,2,3,0,0,1,2,1,1,0,9,0,3.8829,3.2293,2,1,0,0,0,51,2,1,2,0,1
96,18,49,4,2,2,5,1,0,0,1,1,0,1,1,10,1,3,1,3.4409,3.3927,0,0,1,1,1,35,0,0,4,0,1
46,15,8,2,0,0,2,0,0,0,0,0,1,2,0,0,0,3,0,3.9819,2.3933,0,0,0,0,0,20,0,0,2,0,0
50,19,18,3,0,0,4,1,0,1,0,0,0,1,0,0,0,3,0,4.2529,3.2727,0,0,0,0,0,12,1,0,2,0,0
59,23,28,3,3,0,7,0,1,2,0,1,0,0,0,4,1,16,0,4.3084,2.8295,1,1,0,0,1,26,4,1,4,1,1
87,31,44,3,0,0,4,1,1,3,0,0,0,0,1,10,1,5,0,4.2699,3.9308,0,0,0,0,1,32,0,0,4,0,1
36,4,13,1,0,0,4,0,2,0,0,0,1,0,0,3,0,3,0,3.9264,3.1123,1,0,0,0,0,14,0,0,4,0,0
17,10,19,2,0,0,4,1,2,0,0,0,1,1,0,1,1,3,0,3.9831,2.7613,1,0,0,0,1,8,1,0,4,0,0
67,24,43,2,0,1,5,1,2,4,0,1,1,4,0,6,0,6,0,3.8171,3.3519,3,0,0,0,0,4,3,0,2,0,1
68,16,21,1,0,0,4,0,0,1,0,0,1,1,1,3,1,4,0,2.7734,2.7239,1,0,0,0,0,24,1,1,4,0,0
74,22,47,2,0,0,4,1,4,2,0,1,0,4,1,2,2,10,0,4.6536,4.0909,1,1,1,0,1,33,5,0,3,0,1
50,11,29,1,2,0,2,0,1,0,0,0,1,0,0,4,0,3,0,2.9466,2.5116,0,0,0,0,0,22,1,0,2,0,0
31,41,22,4,0,0,5,0,0,2,0,0,0,3,1,11,3,15,0,4.287,3.1824,0,0,1,0,1,7,0,0,4,0,1
55,28,19,3,3,2,3,0,1,4,0,0,1,1,1,2,4,9,0,4.2697,3.7208,0,0,0,1,1,41,1,0,2,0,1
47,12,21,2,0,0,4,0,2,1,0,0,1,1,0,3,1,5,0,3.4104,2.7646,0,0,0,0,0,7,0,0,1,0,0
50,22,21,3,2,2,3,0,1,3,0,0,1,1,1,7,3,4,0,4.1609,2.811,2,0,1,0,1,18,1,0,3,1,1
50,13,25,1,0,0,2,0,0,1,0,0,1,0,0,0,1,3,0,4.0205,3.0285,1,0,0,0,0,11,0,0,4,0,0
58,21,43,2,1,0,6,1,1,3,0,0,1,1,1,10,0,4,0,4.5651,3.223,0,0,0,0,1,31,2,0,4,0,1
60,11,15,2,0,0,4,1,2,1,0,0,1,1,0,2,0,4,0,3.3433,2.7062,1,0,0,0,0,0,2,0,4,0,0
97,14,39,2,3,1,5,2,0,1,0,1,0,4,0,11,0,14,0,4.7303,3.6065,3,0,0,1,0,9,3,0,6,0,1
35,7,4,2,0,0,2,0,0,0,0,0,1,1,0,1,0,5,0,2.67,3.2828,0,0,0,0,0,16,1,0,3,0,0
58,18,61,3,1,0,6,1,0,2,0,1,1,2,1,10,4,18,1,4.2199,3.4852,1,0,0,0,0,36,0,0,2,1,1
62,11,8,2,0,0,3,0,0,1,0,0,1,1,0,0,0,1,0,3.3817,2.5501,0,0,0,0,0,21,0,0,3,0,0
64,8,15,2,0,1,4,0,2,3,0,0,0,2,1,8,2,12,0,4.7823,3.9384,1,0,0,1,1,4,3,0,6,0,1
33,4,10,1,0,0,2,0,0,0,0,0,1,0,0,4,1,0,0,2.513,2.6043,0,0,0,0,0,9,0,0,1,0,0
75,16,17,1,1,0,5,1,0,2,0,0,0,0,0,5,0,2,0,3.3481,2.7616,0,0,0,0,0,11,0,1,1,0,0
28,18,17,1,1,0,5,0,0,0,0,0,0,0,0,2,0,4,0,3.7256,2.8202,0,0,0,0,0,3,0,1,2,0,0
50,11,13,1,1,0,4,1,1,2,0,0,1,2,0,5,0,5,0,3.7143,3.1764,0,0,0,0,0,10,3,0,3,0,0
103,21,9,3,4,1,4,0,2,1,0,0,0,1,1,7,0,6,0,4.7185,2.9364,0,0,1,0,0,62,3,0,3,0,1
26,18,17,3,0,0,2,0,2,2,0,0,1,1,0,8,2,3,0,3.5071,2.3472,0,0,0,0,1,0,0,1,1,0,0
28,5,14,1,0,0,3,1,0,0,0,0,1,1,0,4,0,3,0,3.9878,3.2063,0,0,0,0,0,17,3,0,4,0,0
67,8,29,5,0,0,5,2,1,0,0,0,0,4,0,7,4,1,0,3.9488,3.4002,2,0,0,0,1,44,3,0,5,1,1
134,29,16,2,1,0,5,1,0,2,0,0,0,4,1,11,1,10,0,4.2173,3.7274,1,0,1,0,1,41,3,1,3,0,1
41,13,29,2,0,0,3,0,0,1,0,0,0,1,0,4,1,5,0,3.9179,2.462,0,0,0,0,0,18,1,0,4,0,0
30,10,20,1,1,0,2,0,0,1,0,0,0,0,1,2,1,1,0,3.5357,2.5791,1,0,0,0,0,0,0,0,3,0,0
44,18,11,3,0,0,4,1,1,1,0,0,1,1,0,2,0,4,0,3.5838,2.8227,1,0,0,0,1,0,3,0,2,0,0
85,45,40,3,0,1,5,1,1,0,0,0,0,4,1,7,2,8,0,4.6473,4.0638,3,1,1,0,1,22,1,0,5,0,1
36,8,8,3,2,0,3,1,0,0,0,0,1,0,0,3,0,4,0,3.7399,2.8714,0,0,0,0,1,0,1,0,4,0,0
49,16,15,2,1,1,4,1,1,0,0,0,1,0,0,1,0,5,0,4.0304,3.3272,0,0,0,0,0,11,1,0,1,0,0
34,14,16,1,1,0,3,0,2,0,0,0,1,0,0,0,2,4,0,3.2872,2.5033,0,0,0,0,0,8,0,0,3,0,0
23,13,19,2,0,0,4,0,1,0,1,0,1,2,0,3,0,6,0,3.7398,2.9557,0,0,0,0,0,19,0,0,4,0,0
67,12,9,2,1,0,3,1,1,0,0,0,1,0,0,4,0,4,0,3.1199,3.2837,0,0,0,0,0,15,2,0,3,0,0
64,16,0,2,0,0,2,0,0,0,0,0,1,1,0,4,0,5,0,4.3322,3.3398,0,0,1,0,0,6,1,0,3,0,0
84,17,28,2,0,2,6,1,2,2,0,0,1,3,1,6,3,11,1,3.3594,2.6013,2,0,0,0,1,40,4,0,4,0,1
44,18,45,2,0,1,5,2,1,1,0,1,0,4,1,6,3,10,0,4.3135,4.0254,1,0,0,0,1,14,0,0,4,0,1
53,13,21,1,1,1,2,0,0,3,0,0,1,1,0,4,1,1,0,3.2595,2.8623,0,0,0,0,0,0,1,0,1,0,0
55,14,11,1,1,0,4,1,2,3,0,0,1,1,1,0,0,6,0,3.6581,2.8606,0,0,0,0,1,1,0,0,4,0,0
46,12,18,2,0,0,5,1,0,1,0,0,1,1,0,0,0,6,0,2.7638,3.2295,0,0,0,0,0,14,1,0,3,0,0
84,4,15,1,0,0,2,0,1,1,0,0,1,0,0,7,0,3,0,3.1968,3.017,0,0,0,0,0,10,2,0,4,0,0
79,11,46,5,1,0,5,1,1,1,0,1,1,0,1,4,0,1,0,4.7409,3.713,3,1,0,0,1,40,0,1,3,1,1
57,10,17,1,0,1,2,0,0,0,0,0,1,1,0,4,0,4,0,3.4052,3.0725,0,0,0,0,0,21,0,0,4,0,0
47,11,18,2,1,0,5,0,1,0,0,0,1,1,0,2,0,6,0,3.8468,2.5512,0,0,0,0,0,15,3,1,3,0,0
80,11,26,4,2,0,5,2,3,3,0,0,0,3,0,5,3,8,0,4.2664,3.6717,2,1,0,0,1,6,2,0,5,0,1
31,10,25,2,1,0,4,0,1,0,0,0,1,0,0,4,0,2,0,3.6451,3.2211,0,0,0,0,1,23,0,0,1,0,0
57,33,49,3,4,2,3,2,1,3,0,1,1,2,0,9,3,14,0,4.1634,3.5029,1,0,0,0,1,18,4,0,2,0,1
59,26,13,2,1,0,6,2,2,2,0,0,0,2,1,6,0,2,0,4.1,3.3735,0,0,0,0,0,20,3,1,3,0,1
46,9,12,3,0,0,3,0,3,1,0,0,1,0,0,3,0,2,0,3.639,2.8497,1,0,0,0,0,20,0,1,2,0,0
61,7,12,2,0,0,2,0,1,0,0,0,1,1,0,0,0,5,0,2.6812,2.855,1,0,0,0,0,8,0,0,4,0,0
33,13,23,3,0,1,3,1,1,1,1,0,1,1,0,0,0,5,1,3.0245,3.4658,1,0,0,0,0,4,3,0,3,0,0
36,14,16,2,0,0,3,1,0,2,0,0,1,0,0,0,0,1,0,4.6785,3.0553,0,0,0,0,0,18,0,0,4,0,0
108,17,45,3,2,1,5,0,2,3,0,0,0,0,0,0,3,11,1,4.0645,3.6483,0,1,0,1,1,31,2,0,2,0,1
37,13,9,1,2,0,4,0,1,1,0,0,1,0,0,2,1,4,0,3.5572,2.7357,0,0,0,0,0,20,0,0,4,0,0
32,12,12,1,1,0,3,1,1,0,0,0,1,0,0,3,0,5,0,2.8636,2.875,0,0,0,0,1,0,0,0,1,0,0
37,10,2,2,2,0,2,0,1,0,0,0,1,1,0,7,0,1,0,3.6566,2.428,0,0,0,0,0,17,1,0,3,0,0
67,6,21,1,2,0,4,1,3,1,0,0,1,1,0,3,0,3,0,3.8193,3.1076,0,0,0,0,0,0,0,0,1,0,0
36,14,12,1,2,0,3,0,0,0,0,0,1,0,0,0,2,1,0,2.8217,2.5457,0,0,0,0,0,15,3,0,1,0,0
72,19,42,4,1,0,7,1,0,3,0,0,0,2,1,8,0,12,0,3.2578,3.9538,1,0,0,0,0,43,4,0,4,1,1
93,28,18,2,2,1,4,1,4,3,0,0,1,3,0,0,3,10,0,3.2896,3.5395,2,1,0,1,0,35,1,1,3,0,1
56,9,22,3,0,0,5,2,0,1,0,0,1,3,0,4,0,3,0,3.5722,4.5478,1,0,1,0,0,8,2,0,6,0,1
23,10,25,3,1,0,4,0,1,0,0,0,1,1,0,2,0,4,0,2.865,2.1218,1,1,0,0,0,6,0,0,2,0,0
15,12,15,1,1,0,2,0,2,2,0,0,0,0,0,3,0,4,0,3.2739,2.8193,0,0,1,0,0,21,0,1,4,0,0
