url_length,domain_length,path_length,num_dots,num_hyphens,num_underscores,num_slashes,num_query_marks,num_ampersands,num_equals,has_at_symbol,has_ip_address,uses_https,num_subdomains,has_suspicious_tld,num_digits,num_digits_domain,num_special_chars,has_port,url_entropy,domain_entropy,num_suspicious_keywords,is_shortened,path_double_slash,has_redirect,domain_has_numbers,query_length,num_query_params,has_fragment,url_depth,label
36,18,11,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.3502,3.7255,0,0,0,0,0,0,0,0,1,1
65,23,35,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.3374,3.7623,0,0,0,0,0,0,0,0,4,1
54,33,14,3,1,0,3,0,0,0,0,0,0,2,0,10,10,0,0,4.433,4.2256,0,0,0,0,1,0,0,0,2,1
37,17,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.006,3.7345,0,0,0,0,0,0,0,0,1,1
55,14,33,3,0,0,2,0,0,0,0,0,1,0,0,2,0,1,0,4.4018,3.182,0,0,0,0,0,0,0,0,2,1
57,20,30,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.3013,3.3842,1,0,0,0,0,0,0,0,1,1
67,30,30,3,1,0,1,0,0,0,0,0,0,1,0,3,3,0,0,4.4074,3.9811,2,0,0,0,1,0,0,0,1,1
75,38,30,3,1,0,1,0,0,0,0,0,0,1,0,3,3,0,0,4.4461,4.1857,3,0,0,0,1,0,0,0,1,1
50,21,22,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,4.226,3.7849,0,0,0,0,0,0,0,0,3,1
63,26,30,3,1,0,1,0,0,0,0,0,0,1,0,6,6,0,0,4.4781,3.8731,1,0,0,0,1,0,0,0,1,1
42,19,16,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0051,3.6819,0,0,0,0,0,0,0,0,2,1
23,13,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.7081,3.3927,0,0,0,0,0,0,0,0,1,1
49,33,9,3,1,0,3,0,0,0,0,0,0,2,0,10,10,0,0,4.5406,4.2256,0,0,0,0,1,0,0,0,2,1
49,24,18,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.1967,3.6683,2,0,0,0,0,0,0,0,1,1
24,5,12,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,4.1368,2.3219,0,1,0,0,0,0,0,0,1,1
36,29,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.1626,3.8144,0,0,0,0,0,0,0,0,0,1
84,19,58,4,0,0,3,0,0,0,0,0,0,0,0,6,0,4,0,4.6417,3.6819,2,0,0,0,0,0,0,0,3,1
89,20,62,3,0,0,6,0,0,0,1,0,0,1,0,3,3,1,0,4.4809,3.7842,0,0,0,0,1,0,0,0,6,1
49,21,21,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4.3058,3.5585,2,0,0,0,0,0,0,0,2,1
91,20,63,2,0,1,5,0,0,0,0,0,1,1,0,8,0,1,0,5.0239,3.6219,0,0,0,0,0,0,0,0,5,1
41,21,12,2,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,4.4522,3.7849,0,0,0,0,0,0,0,0,3,1
30,10,12,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3.9811,2.6464,0,0,0,0,0,0,0,0,1,1
95,20,67,2,0,2,5,0,0,0,0,0,1,1,0,10,0,2,0,5.0894,3.6219,0,0,0,0,0,0,0,0,5,1
42,15,20,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3.8988,3.1396,0,0,0,0,0,0,0,0,2,1
65,20,38,1,0,0,3,0,0,0,0,0,0,0,0,19,0,0,0,4.4979,3.3842,0,0,0,0,0,0,0,0,2,1
86,36,43,3,0,0,3,0,0,0,0,0,0,1,0,14,0,0,0,4.9233,4.086,1,0,0,0,0,0,0,0,3,1
30,22,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.9232,3.6069,0,0,0,0,0,0,0,0,0,1
54,26,21,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.2131,3.5766,0,0,0,0,0,0,0,0,3,1
50,26,17,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.1933,3.921,2,0,0,0,0,0,0,0,1,1
47,24,15,1,1,0,3,0,0,0,0,0,1,0,0,3,0,0,0,4.2729,3.7202,0,0,0,0,0,0,0,0,2,1
61,13,40,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,4.3507,3.2389,0,0,0,0,0,0,0,0,5,1
25,18,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.7493,3.2608,0,0,0,0,0,0,0,0,0,1
40,31,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.1587,3.9536,1,0,0,0,0,0,0,0,0,1
34,12,14,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3.797,2.9183,0,0,0,0,0,0,0,0,2,1
47,25,15,3,1,0,2,0,0,0,0,0,0,1,0,9,9,0,0,4.2033,3.7835,1,0,0,0,1,0,0,0,1,1
60,27,26,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.3423,3.8101,3,0,0,0,0,0,0,0,2,1
59,25,27,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3.9291,3.3493,0,0,1,0,0,0,0,0,3,1
36,15,14,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.2045,3.5069,0,0,0,0,0,0,0,0,2,1
32,10,14,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3.7775,3.1219,1,0,0,0,0,0,0,0,2,1
50,14,29,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.3611,3.5216,0,0,0,0,0,0,0,0,3,1
34,12,14,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3.7634,2.9183,0,0,0,0,0,0,0,0,2,1
41,20,14,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,4.2755,3.6464,0,0,0,0,0,0,0,0,3,1
29,22,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.768,3.6069,0,0,0,0,0,0,0,0,0,1
27,11,8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0784,3.4594,0,1,0,0,0,0,0,0,1,1
47,20,20,2,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,4.4509,3.6219,0,0,0,0,0,0,0,0,2,1
31,14,10,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3.8858,3.3788,0,0,0,0,0,0,0,0,2,1
59,36,16,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.9796,3.7317,1,0,0,0,0,0,0,0,2,1
59,22,30,3,1,0,1,0,0,0,0,0,0,1,0,5,5,0,0,4.4504,3.8454,1,0,0,0,1,0,0,0,1,1
64,39,18,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.1975,3.9385,0,0,0,0,0,0,0,0,2,1
62,25,30,3,2,0,1,0,0,0,0,0,0,1,0,6,6,0,0,4.4776,3.6235,1,0,0,0,1,0,0,0,1,1
37,15,15,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3.8925,3.1396,0,0,1,0,0,0,0,0,2,1
28,21,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.8424,3.2961,0,0,0,0,0,0,0,0,0,1
28,13,8,3,0,0,2,0,0,0,0,1,0,2,0,12,10,0,0,3.6959,2.5654,0,0,0,0,1,0,0,0,1,1
50,14,29,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4.266,3.5216,0,0,0,0,0,0,0,0,3,1
35,14,13,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3.8506,3.0931,1,0,0,0,0,0,0,0,2,1
68,31,29,4,0,0,4,0,0,0,0,0,1,1,0,9,4,2,0,4.5728,3.9779,0,0,0,0,1,0,0,0,4,1
37,20,10,3,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,4.317,3.5842,0,0,0,0,0,0,0,0,1,1
47,20,20,3,0,1,3,0,0,0,0,0,0,2,0,0,0,1,0,4.0997,3.4464,1,0,0,0,0,0,0,0,2,1
31,14,10,3,0,0,2,0,0,0,0,1,0,2,0,11,11,0,0,4.2603,2.9852,0,0,0,0,1,0,0,0,1,1
50,23,20,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0147,3.5014,1,0,0,0,0,0,0,0,3,1
33,12,14,4,0,0,1,0,0,0,0,1,0,2,0,9,9,0,0,4.003,2.8554,0,0,0,0,1,0,0,0,1,1
88,14,67,6,0,0,4,0,0,0,0,0,0,2,0,13,0,0,0,4.5084,2.8424,1,0,0,0,0,0,0,0,4,1
35,10,18,2,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,4.0332,3.1219,0,0,0,0,0,0,0,0,2,1
37,25,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9288,3.4831,0,0,0,0,0,0,0,0,1,1
46,26,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0587,3.6424,0,0,0,0,0,0,0,0,1,1
39,21,11,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.173,3.749,0,0,0,0,0,0,0,0,1,1
107,53,47,7,1,0,3,0,0,0,0,0,0,5,0,21,1,0,0,4.7485,4.133,1,0,0,0,1,0,0,0,3,1
82,24,51,3,0,0,5,0,0,0,0,0,0,1,0,4,0,2,0,4.6192,3.8035,0,0,0,0,0,0,0,0,5,1
72,12,53,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4.1978,3.085,0,0,0,0,0,0,0,0,6,1
41,13,20,3,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,3.8883,2.7193,0,0,0,0,0,0,0,0,3,1
50,20,23,2,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,3.8582,2.8037,0,0,0,0,0,0,0,0,3,1
61,18,36,3,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,4.1841,3.1972,1,0,0,0,0,0,0,0,5,1
64,53,4,6,1,0,2,0,0,0,0,0,0,5,0,1,1,0,0,4.2902,4.133,1,0,0,0,1,0,0,0,1,1
52,31,14,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3.9592,3.8087,0,0,0,0,0,0,0,0,2,1
64,53,4,6,1,0,2,0,0,0,0,0,0,5,0,1,1,0,0,4.2791,4.133,1,0,0,0,1,0,0,0,1,1
50,13,30,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3.942,3.3927,1,0,0,0,0,0,0,0,5,1
89,28,54,4,1,1,4,0,0,0,0,0,0,2,0,0,0,1,0,4.221,3.4087,1,0,0,0,0,0,0,0,4,1
46,15,24,4,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4.1563,3.6402,1,0,0,0,0,0,0,0,3,1
46,15,24,4,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4.1563,3.6402,1,0,0,0,0,0,0,0,3,1
44,21,16,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4.1724,3.5352,0,0,0,0,0,0,0,0,2,1
108,16,85,1,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,4.6829,3.4528,2,0,0,0,0,0,0,0,10,1
54,11,36,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.2762,3.4594,0,0,0,0,0,0,0,0,4,1
42,17,18,4,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,4.1479,3.2928,0,0,0,0,0,0,0,0,2,1
72,25,40,3,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,4.2647,3.7035,0,0,1,0,0,0,0,0,4,1
63,25,31,3,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,4.2605,3.7035,0,0,1,0,0,0,0,0,4,1
21,6,7,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3.5945,1.9183,0,1,0,0,0,0,0,0,1,1
89,11,71,4,0,2,4,0,0,0,0,0,0,1,0,3,0,2,0,4.4098,3.0958,0,0,0,0,0,0,0,0,4,1
54,25,22,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.04,3.6235,0,0,0,0,0,0,0,0,2,1
42,21,13,4,0,0,2,0,0,0,0,0,1,2,0,1,0,0,0,4.0736,3.4273,0,0,0,0,0,0,0,0,2,1
33,21,4,3,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,3.8391,3.4273,0,0,0,0,0,0,0,0,1,1
77,24,46,2,0,0,2,0,0,0,0,0,0,1,0,4,2,0,0,4.3883,4.085,0,0,0,0,1,0,0,0,1,1
34,10,17,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0545,2.9219,0,0,0,0,0,0,0,0,2,1
39,13,19,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0159,3.3927,0,0,0,0,0,0,0,0,2,1
58,8,43,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.1652,3.0,1,0,0,0,0,0,0,0,4,1
36,15,14,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.107,3.3232,0,0,0,0,0,0,0,0,3,1
83,16,60,5,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,4.0996,3.3278,0,0,0,0,0,0,0,0,6,1
35,21,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.8046,3.3321,0,1,0,0,0,0,0,0,1,1
52,18,26,2,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,4.0181,3.8366,0,1,0,0,0,0,0,0,4,1
89,11,71,4,0,2,4,0,0,0,0,0,0,1,0,3,0,2,0,4.3874,3.0958,0,0,0,0,0,0,0,0,4,1
59,22,30,3,1,0,1,0,0,0,0,0,0,1,0,5,5,0,0,4.4165,3.7544,1,0,0,0,1,0,0,0,1,1
30,12,11,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.6151,3.0221,0,0,0,0,0,0,0,0,2,1
58,21,30,3,1,0,1,0,0,0,0,0,0,1,0,2,2,0,0,4.465,3.9754,1,0,0,0,1,0,0,0,1,1
162,22,133,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4.0021,3.7544,0,0,0,0,0,0,0,0,14,1
88,11,70,4,0,2,4,0,0,0,0,0,0,1,0,2,0,2,0,4.3473,3.0958,0,0,0,0,0,0,0,0,4,1
59,36,16,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.9796,3.7317,1,0,0,0,0,0,0,0,2,1
92,11,74,5,0,2,4,0,0,0,0,0,0,1,0,3,0,2,0,4.4341,3.0958,0,0,0,0,0,0,0,0,4,1
37,13,17,4,0,0,1,0,0,0,0,1,0,2,0,10,10,0,0,4.1212,2.6612,0,0,0,0,1,0,0,0,1,1
34,14,13,4,0,0,1,0,0,0,0,1,0,2,0,11,11,0,0,3.962,2.6456,0,0,0,0,1,0,0,0,1,1
38,18,13,2,0,0,1,0,0,0,0,0,0,0,0,6,6,0,0,4.1883,3.8366,0,0,0,0,1,0,0,0,1,1
34,13,14,4,0,0,1,0,0,0,0,1,0,2,0,10,10,0,0,4.0179,2.8731,0,0,0,0,1,0,0,0,1,1
27,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.708,3.2464,0,0,0,0,0,0,0,0,0,1
20,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8219,3.2389,0,0,0,0,0,0,0,0,0,1
35,15,13,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0716,3.6402,0,0,0,0,0,0,0,0,1,1
29,9,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.8833,3.1699,0,0,0,0,0,0,0,0,1,1
41,24,10,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.9604,3.6054,0,0,0,0,0,0,0,0,1,1
71,34,30,3,0,0,2,0,0,0,0,0,0,1,0,11,4,0,0,4.6229,4.1607,0,0,0,0,0,0,0,0,2,1
77,37,33,3,2,0,3,0,0,0,0,0,0,1,0,4,4,0,0,4.4313,4.1957,2,0,0,0,1,0,0,0,3,1
36,15,14,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.2601,3.5069,0,0,0,0,0,0,0,0,2,1
23,13,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.7951,3.3927,0,0,0,0,0,0,0,0,1,1
44,12,25,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3.8454,3.085,1,0,0,0,0,0,0,0,2,1
56,16,33,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.3628,3.75,2,0,0,0,0,0,0,0,2,1
39,16,16,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,4.1479,3.3278,1,0,0,0,0,0,0,0,2,1
51,22,22,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.2599,3.7888,2,0,0,0,0,0,0,0,1,1
52,14,31,3,0,0,3,0,0,0,0,0,0,1,0,2,0,1,0,4.6354,3.182,0,0,0,0,0,0,0,0,3,1
26,11,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.3347,3.4594,0,1,0,0,0,0,0,0,1,1
23,10,6,2,0,0,3,0,0,0,0,0,0,1,0,2,2,0,0,3.584,3.1219,0,0,1,0,1,0,0,0,1,1
56,19,30,3,1,0,1,0,0,0,0,0,0,1,0,2,2,0,0,4.4208,3.8269,1,0,0,0,1,0,0,0,1,1
26,11,8,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3.6284,2.5949,0,0,0,0,0,0,0,0,2,1
106,15,84,2,0,0,8,0,0,0,1,0,0,0,0,1,1,1,0,4.3923,3.5069,0,0,0,0,1,0,0,0,8,1
92,58,27,3,6,0,2,0,0,0,0,0,0,1,0,7,4,0,0,4.5645,4.2501,0,0,0,0,1,0,0,0,2,1
110,30,73,5,0,0,7,0,0,0,0,0,0,1,0,1,1,0,0,4.4578,3.7777,1,0,0,0,0,0,0,0,7,1
44,22,15,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4.2633,3.7888,0,0,0,0,0,0,0,0,2,1
50,14,29,3,0,0,3,0,0,0,0,0,0,1,0,2,0,1,0,4.2791,3.182,0,0,0,0,0,0,0,0,3,1
39,19,13,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.1311,3.7871,0,0,0,0,0,0,0,0,2,1
52,14,31,3,0,0,3,0,0,0,0,0,0,1,0,2,0,1,0,4.6354,3.182,0,0,0,0,0,0,0,0,3,1
26,11,8,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,4.1329,3.4594,0,1,0,0,0,0,0,0,1,1
61,22,32,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.9905,3.6069,0,0,0,0,0,0,0,0,2,1
